§	ID	Type	Rarity	Name	Description
	KillerAddon_K01TheTrapper_Addon_08	Killer Addon	Uncommon	Serrated Jaws	These replacement trap jaws have saw-like blades, causing awful open wounds when they snap.\n\n<indent=10%>- <#e2ce97>Survivors</color><sprite=5> injured by a Bear Trap suffer from the <#e2ce97>Haemorrhage</color><sprite=3> <b>Status Effect</b> until fully healed.</indent>\n\n<#e2ce97><i>"Like a predatory beast, it can smell and track blood."</i></color> 
	KillerAddon_K01TheTrapper_Addon_09	Killer Addon	Uncommon	Wax Brick	A block of wax used to lower friction and facilitate movement in mechanical parts.\n\n<indent=10%>- <b>Increases</b> the Rescue and Escape times of the Bear Trap by <#e8c252>+33 %</color>.
	KillerAddon_K01TheTrapper_Addon_10	Killer Addon	Rare	Fastening Tools	A specialised set of tools used to fasten <b>Bear Traps</b> to ensure their effectiveness.\n\n<indent=10%>- <b>Increases</b> the Rescue and Escape times from the Bear Trap by <#e8c252>+25 %</color>.</indent>\n<indent=10%>- <b>Increases</b> the Setting speed of the Bear Trap by <#ff8800>+50 %</color>.
	KillerAddon_K01TheTrapper_Addon_11	Killer Addon	Rare	Rusted Jaws	These Bear Trap jaws are covered with crusty and volatile rust spots, making injuries particularly difficult to heal.\n\n\t-Survivors injured by a Bear Trap suffer from the Mangled Status Effect for 70 seconds.
	KillerAddon_K01TheTrapper_Addon_12	Killer Addon	Rare	Secondary Coil	A secondary coil keeps the Bear Trap functional in times when the primary coil becomes unusable.\n\n<indent=10%>- <b>Increases</b> the Disarm time of the <b>Bear Trap</b> by <#e8c252>+50 %</color>.
	KillerAddon_K01TheTrapper_Addon_13	Killer Addon	Rare	Tar Bottle	A black, matte and sticky substance that when applied to Bear Traps, makes them far less noticeable.\n\n<indent=10%>- Darkens the <b>Bear Trap</b>.
	KillerAddon_K01TheTrapper_Addon_14	Killer Addon	Rare	Trapper Bag	A cured leather waist bag.\nLarge and sturdy to transport hunting equipment.\n\n<indent=10%>- <b>Increases</b> the number of carried <b>Bear Traps</b> by <#e8c252>+1</color>.
	KillerAddon_K01TheTrapper_Addon_15	Killer Addon	Very Rare	Honing Stone	When used with the Bear Trap, the stone sharpens its blades.\nThe razor-sharp blades inflict deep wounds aimed at bleeding the victim as fast as possible.\n\n<indent=10%>- <#e2ce97>Survivors</color><sprite=5> caught in a <b>Bear Trap</b>, who free themselves, are inflicted with the <#e2ce97>Dying State</color><sprite=11>.
	KillerAddon_K01TheTrapper_Addon_16	Killer Addon	Very Rare	Oily Coil	A clear oil that makes handling the Bear Trap's spring more hazardous.\n\n<indent=10%>- Resetting a <b>Bear Trap</b> reveals the <#e2ce97>Aura</color><sprite=13> of the last Survivor to have disarmed it for <#e8c252>5 seconds</color>.
	KillerAddon_K01TheTrapper_Addon_17	Killer Addon	Very Rare	TensionSpring	A high tension spring that snaps back into place after being stretched.\n\n<indent=10%>- Automatically resets the <b>Bear Trap</b> <#e8c252>2 seconds</color> after a Survivor escaped from it.
	KillerAddon_K01TheTrapper_Addon_18	Killer Addon	Very Rare	Trapper Sack	A crude leather sack suitable for foraging.\n\n<indent=10%>- Causes all <b>Bear Trap</b>s to be carried in your inventory at the beginning of the Trial.</indent>\n<indent=10%>- You can no longer pick up any placed <b>Bear Trap</b>s, only reset them.
	KillerAddon_K01TheTrapper_Addon_19	Killer Addon	Ultra Rare	Bloody Coil	Part sticky, part slippery, this grim liquid makes handling the <b>Bear Trap</b>s spring more dangerous.\n\n<indent=10%>- When a healthy Survivor disarms a <b>Bear Trap</b>, the <b>Bloody Coil</b> exacts its price, putting the Survivor into the <#e2ce97>Injured State</color><sprite=10>.
	KillerAddon_K01TheTrapper_Addon_20	Killer Addon	Ultra Rare	Iridescent Stone	Bear Traps sharpened with the sickly gleaming stone seem to gain a life of their own.\n\n<indent=10%>- Automatically resets and arms a random disarmed <b>Bear Trap</b> every <#e8c252>30 seconds</color>.
	# K02 The Wraith				
	KillerAddon_K02TheWraith_Addon_01	Killer Addon	Common	"The Beast" - Soot	The Kunwulju symbol, representing the Realm of Fear, is finger-drawn out of soot on the body of the Bell.\n\n<indent=10%>- Your <#e2ce97>Terror Radius<sprite=7></color> is no longer suppressed when Cloaked.</indent>\n<indent=10%>- Grants <#e8c252>+100 %</color> bonus <#e2ce97>Bloodpoints<sprite=14></color> for Stalking and Surprise Attack Score Events.
	KillerAddon_K02TheWraith_Addon_02	Killer Addon	Common	"The Ghost" - Soot	The Khugwemuu symbol, representing the Spirit World, is finger-drawn out of soot on the body of the Bell.\n\n<indent=10%>- Your <#e2ce97>Terror Radius<sprite=7></color> and <b>Red Stain</b> are suppressed for another <#e8c252>6 seconds</color> after uncloaking.
	KillerAddon_K02TheWraith_Addon_03	Killer Addon	Common	"The Hound" - Soot	The Wonnug symbol, representing a peerless tracker, is finger-drawn out of soot on the body of the Bell.\n\n<indent=10%>- When Cloaked, <#e2ce97>Pools of Blood<sprite=3></color> appear to you in <#d41c1c>bright red</color>.
	KillerAddon_K02TheWraith_Addon_04	Killer Addon	Common	"The Serpent" - Soot	The Laokeye symbol, representing cunning, is finger-drawn out of soot on the body of the Bell.\n\n<indent=10%>- Breaking <#e2ce97>Breakable Walls<sprite=12></color> or <#e2ce97>Pallets<sprite=9></color> by any means, or performing the Damage Generator Action on incomplete <#e2ce97>Generators<sprite=6></color>, will cause you to automatically uncloak.
	KillerAddon_K02TheWraith_Addon_05	Killer Addon	Uncommon	"Blind Warrior" - Mud	The Baikra-Kaeug symbol, representing ferocity, is finger-drawn in mud on the body of the Bell.\n\n<indent=10%>- <#e2ce97>Survivors<sprite=5></color> hit with a Surprise Attack suffer from the <#e2ce97>Blindness<sprite=16></color> <b>Status Effect</b> for <#e8c252>60 seconds</color>.
	KillerAddon_K02TheWraith_Addon_06	Killer Addon	Uncommon	"Blink" - Mud	The Kratin symbol, representing quick passing, is finger-drawn in mud on the body of the Bell.\n\n<indent=10%>- <b>Reduces</b> the Cloaking time by <#e8c252>-40 %</color>.
	KillerAddon_K02TheWraith_Addon_07	Killer Addon	Uncommon	"Swift Hunt" - Mud	The Kuntin-Takkho symbol, representing a rapid descent on a prey, is finger-drawn in mud on the body of the Bell.\n\n<indent=10%>- <b>Reduces</b> the Uncloaking time by <#e8c252>-8 %</color>.
	KillerAddon_K02TheWraith_Addon_08	Killer Addon	Uncommon	"Windstorm" - Mud	The Ohuwe-Onmnea symbol, representing a howling storm, is finger-drawn in mud on the body of the Bell.\n\n<indent=10%>- <b>Increases</b> your Movement Speed by <#e8c252>+5 %</color> when Cloaked.
	KillerAddon_K02TheWraith_Addon_09	Killer Addon	Uncommon	Bone Clapper	A Bell clapper made from a highly polished piece of bone.\nCauses the sounds of the Wailing Bell to echo and warp chaotically.\n\n<indent=10%>- <#e2ce97>Survivors<sprite=5></color> are unable to discern the distance and direction of the Wailing Bell.
	KillerAddon_K02TheWraith_Addon_10	Killer Addon	Rare	"Blind Warrior" - White	The Baikra-Kaeug symbol, representing ferocity, is stamped in white ink on the body of the Bell.\n\n<indent=10%>- <#e2ce97>Survivors<sprite=5></color> hit with a Surprise Attack suffer from the <#e2ce97>Haemorrhage<sprite=3></color> and <#e2ce97>Mangled<sprite=0></color> <b>Status Effect</b>s for <#e8c252>70 seconds</color>.
	KillerAddon_K02TheWraith_Addon_11	Killer Addon	Rare	"Blink" - White	The Kratin symbol, representing quick passing, is stamped in white ink on the body of the Bell.\n\n<indent=10%>- <b>Reduces</b> the Cloaking time by <#e8c252>-60 %</color>.
	KillerAddon_K02TheWraith_Addon_12	Killer Addon	Rare	"Shadow Dance" - White	The Yiwarick symbol, representing dark synergy, is stamped in white ink on the body of the Bell.\n\n<indent=10%>- <b>Increases</b> the Action speeds for breaking <#e2ce97>Breakable Walls<sprite=12></color> and <#e2ce97>Pallets<sprite=9></color>, damaging <#e2ce97>Generators<sprite=6></color>, and vaulting <#e2ce97>Windows<sprite=17></color> by <#e8c252>+40 %</color> while Cloaked.
	KillerAddon_K02TheWraith_Addon_13	Killer Addon	Rare	"Swift Hunt" - White	The Kuntin-Takkho symbol, representing a rapid descent on a prey, is stamped in white ink on the body of the Bell.\n\n<indent=10%>- <b>Reduces</b> the Uncloaking time by <#e8c252>-10 %</color>.
	KillerAddon_K02TheWraith_Addon_14	Killer Addon	Rare	"Windstorm" - White	The Ohuwe-Onmnea symbol, representing a howling storm, is stamped in white ink on the body of the Bell.\n\n<indent=10%>- <b>Increases</b> your Movement Speed by <#e8c252>+7 %</color> when Cloaked.
	KillerAddon_K02TheWraith_Addon_15	Killer Addon	Very Rare	"All Seeing" - Blood	The Kra-Frabai symbol, representing the Entity watching over us, is stamped in blood on the head of the Bell.\n\nUnlocks hidden potential in your Aura-reading ability:\n\n<indent=10%>- The <#e2ce97>Auras<sprite=13></color> of <#e2ce97>Survivors<sprite=5></color> are revealed to you within <#e8c252>8 metres</color> of your location when Cloaked.
	KillerAddon_K02TheWraith_Addon_16	Killer Addon	Very Rare	"Shadow Dance" - Blood	The Yiwarick symbol, representing dark synergy, is stamped in blood on the body of the Bell.\n\n<indent=10%>- <b>Increases</b> the Action speeds for breaking <#e2ce97>Breakable Walls<sprite=12></color> and <#e2ce97>Pallets<sprite=9></color>, damaging <#e2ce97>Generators<sprite=6></color>, and vaulting <#e2ce97>Windows<sprite=17></color> by <#e8c252>+60 %</color> when Cloaked.
	KillerAddon_K02TheWraith_Addon_17	Killer Addon	Very Rare	"Swift Hunt" - Blood	The Kuntin-Takkho symbol, representing a rapid descent on a prey, is stamped in blood on the body of the Bell.\n\n<indent=10%>- <b>Reduces</b> the Uncloaking time by <#e8c252>-12 %</color>.
	KillerAddon_K02TheWraith_Addon_18	Killer Addon	Very Rare	"Windstorm" - Blood	The Ohuwe-Onmnea symbol, representing a howling storm, is stamped in blood on the body of the Bell.\n\n<indent=10%>- <b>Increases</b> your Movement Speed by <#e8c252>+9 %</color> when Cloaked.
	KillerAddon_K02TheWraith_Addon_19	Killer Addon	Ultra Rare	"All Seeing" - Spirit	The Kra-Frabai symbol, representing the Entity watching over us, ominously glows on the head of the Bell.\n\nUnlocks hidden potential in your Aura-reading ability:\n\n<indent=10%>- Reveals the Repair progression of <#e2ce97>Generators<sprite=6></color> via the intensity of their <#e2ce97>Aura<sprite=13></color> when Cloaked.
	KillerAddon_K02TheWraith_Addon_20	Killer Addon	Ultra Rare	Coxcombed Clapper	A simple coxcomb knotted rope wrapped around the bell clapper to muffle its sound.\nA malevolent Aura emanates from it.\n\n<indent=10%>- <b>Silences</b> the Wailing Bell.
	# K03 The Hillbilly				
	KillerAddon_K03TheHillbilly_Addon_01	Killer Addon	Common	Counterweight	
	KillerAddon_K03TheHillbilly_Addon_02	Killer Addon	Common	Cracked Primer Bulb	
	KillerAddon_K03TheHillbilly_Addon_03	Killer Addon	Common	Discarded Air Filter	
	KillerAddon_K03TheHillbilly_Addon_04	Killer Addon	Common	Steel Toe Boots	
	KillerAddon_K03TheHillbilly_Addon_05	Killer Addon	Uncommon	Clogged Intake	
	KillerAddon_K03TheHillbilly_Addon_06	Killer Addon	Uncommon	Greased Throttle	
	KillerAddon_K03TheHillbilly_Addon_07	Killer Addon	Uncommon	High-Speed Idler Screw	
	KillerAddon_K03TheHillbilly_Addon_08	Killer Addon	Uncommon	Off-Brand Motor Oil	
	KillerAddon_K03TheHillbilly_Addon_09	Killer Addon	Uncommon	Thermal Casing	
	KillerAddon_K03TheHillbilly_Addon_10	Killer Addon	Rare	Begrimed Chains	
	KillerAddon_K03TheHillbilly_Addon_11	Killer Addon	Rare	Dad's Boots	
	KillerAddon_K03TheHillbilly_Addon_12	Killer Addon	Rare	Low Kickback Chains	
	KillerAddon_K03TheHillbilly_Addon_13	Killer Addon	Rare	Ragged Engine	
	KillerAddon_K03TheHillbilly_Addon_14	Killer Addon	Rare	The Thompsons' Mix	
	KillerAddon_K03TheHillbilly_Addon_15	Killer Addon	Very Rare	Apex Muffler	
	KillerAddon_K03TheHillbilly_Addon_16	Killer Addon	Very Rare	Filthy Slippers	
	KillerAddon_K03TheHillbilly_Addon_17	Killer Addon	Very Rare	LoPro Chains	
	KillerAddon_K03TheHillbilly_Addon_18	Killer Addon	Very Rare	Spiked Boots	
	KillerAddon_K03TheHillbilly_Addon_19	Killer Addon	Ultra Rare	Iridescent Engravings	
	KillerAddon_K03TheHillbilly_Addon_20	Killer Addon	Ultra Rare	Tuned Carburettor	
	# K04 The Nurse				
	KillerAddon_K04TheNurse_Addon_01	Killer Addon	Common	Metal Spoon	
	KillerAddon_K04TheNurse_Addon_02	Killer Addon	Common	Plaid Flannel	
	KillerAddon_K04TheNurse_Addon_03	Killer Addon	Common	White Nit Comb	
	KillerAddon_K04TheNurse_Addon_04	Killer Addon	Common	Wooden Horse	
	KillerAddon_K04TheNurse_Addon_05	Killer Addon	Uncommon	Bad Man Keepsake	
	KillerAddon_K04TheNurse_Addon_06	Killer Addon	Uncommon	Catatonic Boy's Treasure	
	KillerAddon_K04TheNurse_Addon_07	Killer Addon	Uncommon	Dark Cincture	
	KillerAddon_K04TheNurse_Addon_08	Killer Addon	Uncommon	Dull Bracelet	
	KillerAddon_K04TheNurse_Addon_09	Killer Addon	Uncommon	Pocket Watch	
	KillerAddon_K04TheNurse_Addon_10	Killer Addon	Rare	Anxious Gasp	
	KillerAddon_K04TheNurse_Addon_11	Killer Addon	Rare	Ataxic Respiration	
	KillerAddon_K04TheNurse_Addon_12	Killer Addon	Rare	Fragile Wheeze	
	KillerAddon_K04TheNurse_Addon_13	Killer Addon	Rare	Heavy Panting	
	KillerAddon_K04TheNurse_Addon_14	Killer Addon	Rare	Spasmodic breath	
	KillerAddon_K04TheNurse_Addon_15	Killer Addon	Very Rare	"Bad Man's" Last Breath	
	KillerAddon_K04TheNurse_Addon_16	Killer Addon	Very Rare	Campbell's Last Breath	
	KillerAddon_K04TheNurse_Addon_17	Killer Addon	Very Rare	Jenner's Last Breath	
	KillerAddon_K04TheNurse_Addon_18	Killer Addon	Very Rare	Kavanagh's Last Breath	
	KillerAddon_K04TheNurse_Addon_19	Killer Addon	Ultra Rare	Matchbox	
	KillerAddon_K04TheNurse_Addon_20	Killer Addon	Ultra Rare	Torn Bookmark	
	# K05 The Shape				
	KillerAddon_K05TheShape_Addon_01	Killer Addon	Common	Blond Hair	
	KillerAddon_K05TheShape_Addon_02	Killer Addon	Common	Boyfriend's Memo	
	KillerAddon_K05TheShape_Addon_03	Killer Addon	Common	Memorial Flower	
	KillerAddon_K05TheShape_Addon_04	Killer Addon	Common	Tacky Earrings	
	KillerAddon_K05TheShape_Addon_05	Killer Addon	Uncommon	Dead Rabbit	
	KillerAddon_K05TheShape_Addon_06	Killer Addon	Uncommon	Glass Fragment	
	KillerAddon_K05TheShape_Addon_07	Killer Addon	Uncommon	Hair Brush	
	KillerAddon_K05TheShape_Addon_08	Killer Addon	Uncommon	Jewellery	
	KillerAddon_K05TheShape_Addon_09	Killer Addon	Uncommon	Reflective Fragment	
	KillerAddon_K05TheShape_Addon_10	Killer Addon	Rare	Hair Bow	
	KillerAddon_K05TheShape_Addon_11	Killer Addon	Rare	J.Myers Memorial	
	KillerAddon_K05TheShape_Addon_12	Killer Addon	Rare	Jewellery Box	
	KillerAddon_K05TheShape_Addon_13	Killer Addon	Rare	Judith's Journal	
	KillerAddon_K05TheShape_Addon_14	Killer Addon	Rare	Mirror Shard	
	KillerAddon_K05TheShape_Addon_15	Killer Addon	Very Rare	Lock of Hair	
	KillerAddon_K05TheShape_Addon_16	Killer Addon	Very Rare	Scratched Mirror	
	KillerAddon_K05TheShape_Addon_17	Killer Addon	Very Rare	Tombstone Piece	
	KillerAddon_K05TheShape_Addon_18	Killer Addon	Very Rare	Vanity Mirror	
	KillerAddon_K05TheShape_Addon_19	Killer Addon	Ultra Rare	Fragrant Tuft of Hair	
	KillerAddon_K05TheShape_Addon_20	Killer Addon	Ultra Rare	Judith's Tombstone	
	# K06 The Hag				
	KillerAddon_K06TheHag_Addon_01	Killer Addon	Common	Bog Water	
	KillerAddon_K06TheHag_Addon_02	Killer Addon	Common	Dead Fly Mud	
	KillerAddon_K06TheHag_Addon_03	Killer Addon	Common	Powdered Eggshell	
	KillerAddon_K06TheHag_Addon_04	Killer Addon	Common	Rope Necklet	
	KillerAddon_K06TheHag_Addon_05	Killer Addon	Uncommon	Bloodied Water	
	KillerAddon_K06TheHag_Addon_06	Killer Addon	Uncommon	Cypress Necklet	
	KillerAddon_K06TheHag_Addon_07	Killer Addon	Uncommon	Dragonfly Wings	
	KillerAddon_K06TheHag_Addon_08	Killer Addon	Uncommon	Half Eggshell	
	KillerAddon_K06TheHag_Addon_09	Killer Addon	Uncommon	Pussy Willow Catkins	
	KillerAddon_K06TheHag_Addon_10	Killer Addon	Rare	Bloodied Mud	
	KillerAddon_K06TheHag_Addon_11	Killer Addon	Rare	Cracked Turtle Egg	
	KillerAddon_K06TheHag_Addon_12	Killer Addon	Rare	Dried Cicada	
	KillerAddon_K06TheHag_Addon_13	Killer Addon	Rare	Swamp Orchid Necklet	
	KillerAddon_K06TheHag_Addon_14	Killer Addon	Rare	Willow Wreath	
	KillerAddon_K06TheHag_Addon_15	Killer Addon	Very Rare	Disfigured Ear	
	KillerAddon_K06TheHag_Addon_16	Killer Addon	Very Rare	Granma's Heart	
	KillerAddon_K06TheHag_Addon_17	Killer Addon	Very Rare	Rusty Shackles	
	KillerAddon_K06TheHag_Addon_18	Killer Addon	Very Rare	Scarred Hand	
	KillerAddon_K06TheHag_Addon_19	Killer Addon	Ultra Rare	Mint Rag	
	KillerAddon_K06TheHag_Addon_20	Killer Addon	Ultra Rare	Waterlogged Shoe	
	# K07 The Doctor				
	KillerAddon_K07TheDoctor_Addon_01	Killer Addon	Common	"Calm" - Class I	
	KillerAddon_K07TheDoctor_Addon_02	Killer Addon	Common	"Order" - Class II	
	KillerAddon_K07TheDoctor_Addon_03	Killer Addon	Common	Maple Knight	
	KillerAddon_K07TheDoctor_Addon_04	Killer Addon	Common	Mouldy Electrode	
	KillerAddon_K07TheDoctor_Addon_05	Killer Addon	Uncommon	"Calm" - Class II	
	KillerAddon_K07TheDoctor_Addon_06	Killer Addon	Uncommon	"Discipline" - Class II	
	KillerAddon_K07TheDoctor_Addon_07	Killer Addon	Uncommon	"Order" - Class II	
	KillerAddon_K07TheDoctor_Addon_08	Killer Addon	Uncommon	"Restraint" - Class II	
	KillerAddon_K07TheDoctor_Addon_09	Killer Addon	Uncommon	Polished Electrode	
	KillerAddon_K07TheDoctor_Addon_10	Killer Addon	Rare	"Discipline" - Class III	
	KillerAddon_K07TheDoctor_Addon_11	Killer Addon	Rare	"Restraint" - Class III	
	KillerAddon_K07TheDoctor_Addon_12	Killer Addon	Rare	High Stimulus Electrode	
	KillerAddon_K07TheDoctor_Addon_13	Killer Addon	Rare	Interview Tape	
	KillerAddon_K07TheDoctor_Addon_14	Killer Addon	Rare	Scrapped Tape	
	KillerAddon_K07TheDoctor_Addon_15	Killer Addon	Very Rare	"Calm" - Carter's Notes	
	KillerAddon_K07TheDoctor_Addon_16	Killer Addon	Very Rare	"Discipline" - Carter's Notes	
	KillerAddon_K07TheDoctor_Addon_17	Killer Addon	Very Rare	"Order" - Carter's Notes	
	KillerAddon_K07TheDoctor_Addon_18	Killer Addon	Very Rare	"Restraint" - Carter's Notes	
	KillerAddon_K07TheDoctor_Addon_19	Killer Addon	Ultra Rare	Iridescent King	
	KillerAddon_K07TheDoctor_Addon_20	Killer Addon	Ultra Rare	Iridescent Queen	
	# K08 The Huntress				
	KillerAddon_K08TheHuntress_Addon_01	Killer Addon	Common	Amanita Toxin	
	KillerAddon_K08TheHuntress_Addon_02	Killer Addon	Common	Bandaged Haft	
	KillerAddon_K08TheHuntress_Addon_03	Killer Addon	Common	Coarse Stone	
	KillerAddon_K08TheHuntress_Addon_04	Killer Addon	Common	Yellowed Cloth	
	KillerAddon_K08TheHuntress_Addon_05	Killer Addon	Uncommon	Leather Loop	
	KillerAddon_K08TheHuntress_Addon_06	Killer Addon	Uncommon	Manna Grass Braid	
	KillerAddon_K08TheHuntress_Addon_07	Killer Addon	Uncommon	Oak Haft	
	KillerAddon_K08TheHuntress_Addon_08	Killer Addon	Uncommon	Shiny Pin	
	KillerAddon_K08TheHuntress_Addon_09	Killer Addon	Uncommon	Weighted Head	
	KillerAddon_K08TheHuntress_Addon_10	Killer Addon	Rare	Deerskin Gloves	
	KillerAddon_K08TheHuntress_Addon_11	Killer Addon	Rare	Flower Babushka	
	KillerAddon_K08TheHuntress_Addon_12	Killer Addon	Rare	Rose Root	
	KillerAddon_K08TheHuntress_Addon_13	Killer Addon	Rare	Rusty Head	
	KillerAddon_K08TheHuntress_Addon_14	Killer Addon	Rare	Venomous Concoction	
	KillerAddon_K08TheHuntress_Addon_15	Killer Addon	Very Rare	Begrimed Head	
	KillerAddon_K08TheHuntress_Addon_16	Killer Addon	Very Rare	Glowing Concoction	
	KillerAddon_K08TheHuntress_Addon_17	Killer Addon	Very Rare	Infantry Belt	
	KillerAddon_K08TheHuntress_Addon_18	Killer Addon	Very Rare	Wooden Fox	
	KillerAddon_K08TheHuntress_Addon_19	Killer Addon	Ultra Rare	Iridescent Head	
	KillerAddon_K08TheHuntress_Addon_20	Killer Addon	Ultra Rare	Soldier's Puttee	
	# K09 The Cannibal				
	KillerAddon_K09TheCannibal_Addon_01	Killer Addon	Common	Chainsaw File	
	KillerAddon_K09TheCannibal_Addon_02	Killer Addon	Common	Spark Plug	
	KillerAddon_K09TheCannibal_Addon_03	Killer Addon	Common	Speed Limiter	
	KillerAddon_K09TheCannibal_Addon_04	Killer Addon	Common	Vegetable Oil	
	KillerAddon_K09TheCannibal_Addon_05	Killer Addon	Uncommon	Chilli	
	KillerAddon_K09TheCannibal_Addon_06	Killer Addon	Uncommon	Homemade Muffler	
	KillerAddon_K09TheCannibal_Addon_07	Killer Addon	Uncommon	Knife Scratches	
	KillerAddon_K09TheCannibal_Addon_08	Killer Addon	Uncommon	Long Guide Bar	
	KillerAddon_K09TheCannibal_Addon_09	Killer Addon	Uncommon	Primer Bulb	
	KillerAddon_K09TheCannibal_Addon_10	Killer Addon	Rare	Begrimed Chains	
	KillerAddon_K09TheCannibal_Addon_11	Killer Addon	Rare	Grisly Chains	
	KillerAddon_K09TheCannibal_Addon_12	Killer Addon	Rare	Shop Lubricant	
	KillerAddon_K09TheCannibal_Addon_13	Killer Addon	Rare	The Beast's Marks	
	KillerAddon_K09TheCannibal_Addon_14	Killer Addon	Rare	The Grease	
	KillerAddon_K09TheCannibal_Addon_15	Killer Addon	Very Rare	Award-Winning Chilli	
	KillerAddon_K09TheCannibal_Addon_16	Killer Addon	Very Rare	Depth Gauge Rake	
	KillerAddon_K09TheCannibal_Addon_17	Killer Addon	Very Rare	Light Chassis	
	KillerAddon_K09TheCannibal_Addon_18	Killer Addon	Very Rare	Rusted Chains	
	KillerAddon_K09TheCannibal_Addon_19	Killer Addon	Ultra Rare	Carburettor Tuning Guide	
	KillerAddon_K09TheCannibal_Addon_20	Killer Addon	Ultra Rare	Iridescent Flesh	
	# K10 The Nightmare				
	KillerAddon_K10TheNightmare_Addon_01	Killer Addon	Common	Garden Rake	
	KillerAddon_K10TheNightmare_Addon_02	Killer Addon	Common	Kid's Drawing	
	KillerAddon_K10TheNightmare_Addon_03	Killer Addon	Common	Sheep Block	
	KillerAddon_K10TheNightmare_Addon_04	Killer Addon	Common	Wool Shirt	
	KillerAddon_K10TheNightmare_Addon_05	Killer Addon	Uncommon	Cat Block	
	KillerAddon_K10TheNightmare_Addon_06	Killer Addon	Uncommon	Green Dress	
	KillerAddon_K10TheNightmare_Addon_07	Killer Addon	Uncommon	Nancy's Sketch	
	KillerAddon_K10TheNightmare_Addon_08	Killer Addon	Uncommon	Outdoor Rope	
	KillerAddon_K10TheNightmare_Addon_09	Killer Addon	Uncommon	Prototype Claws	
	KillerAddon_K10TheNightmare_Addon_10	Killer Addon	Rare	Blue Dress	
	KillerAddon_K10TheNightmare_Addon_11	Killer Addon	Rare	Jump Rope	
	KillerAddon_K10TheNightmare_Addon_12	Killer Addon	Rare	Nancy's Masterpiece	
	KillerAddon_K10TheNightmare_Addon_13	Killer Addon	Rare	Paint Thinner	
	KillerAddon_K10TheNightmare_Addon_14	Killer Addon	Rare	Unicorn Block	
	KillerAddon_K10TheNightmare_Addon_15	Killer Addon	Very Rare	"Z" Block	
	KillerAddon_K10TheNightmare_Addon_16	Killer Addon	Very Rare	Class Photo	
	KillerAddon_K10TheNightmare_Addon_17	Killer Addon	Very Rare	Pill Bottle	
	KillerAddon_K10TheNightmare_Addon_18	Killer Addon	Very Rare	Swing Chains	
	KillerAddon_K10TheNightmare_Addon_19	Killer Addon	Ultra Rare	Black Box	
	KillerAddon_K10TheNightmare_Addon_20	Killer Addon	Ultra Rare	Red Paint Brush	
	# K11 The Pig				
	KillerAddon_K11ThePig_Addon_01	Killer Addon	Common	Combat Straps	
	KillerAddon_K11ThePig_Addon_02	Killer Addon	Common	Interlocking Razor	
	KillerAddon_K11ThePig_Addon_03	Killer Addon	Common	John's Medical File	
	KillerAddon_K11ThePig_Addon_04	Killer Addon	Common	Shattered Syringe	
	KillerAddon_K11ThePig_Addon_05	Killer Addon	Uncommon	Face Mask	
	KillerAddon_K11ThePig_Addon_06	Killer Addon	Uncommon	Last Will	
	KillerAddon_K11ThePig_Addon_07	Killer Addon	Uncommon	Razor Wires	
	KillerAddon_K11ThePig_Addon_08	Killer Addon	Uncommon	Utility Blades	
	KillerAddon_K11ThePig_Addon_09	Killer Addon	Uncommon	Workshop Grease	
